Movie,Review,Sentiment
2012,"2012 starts off with a bang with strange re-occurring events all over the world. The movie focuses on failed writer Jackson Curtis (John Cusack) trying to lead his family to nirvana in a world of disaster. When the global chaos finally arrives, a plethora of cheesy acting and deliberate stunts, failure hits this movie like puberty.

Chiwetel Ejiofor is the only reason you could consider giving this movie any sort of recognition. He portrays an average scientist who partially uncovers the expiration date for humanity. There is plenty of emotion that comes from the actors, but at some points in the film you are LAUGHING at how poor the scene is setup.

Johann Urb and Zlatko Buric are disgusting. It really makes you wonder how hard it would be to catch a role in a big picture. John Cusack loves to yell and curse but otherwise provides nothing to the film. The children are annoyances to what could've been some cool 'survival' esque parts of the film.

While plenty of money was spent for CGI, editing, and props, the film does not deliver in these categories. Some of the CGI is impressive but at certain times the green-screen backdrops are uncanny and appear unrealistic. Speaking of unrealism- they drive a car out of a plane's hangar!

Overall, 2012 was a failed conception of an apocalypse. You can see how bad it even was- it lost money in the initial box office as compared to budget. At some times you are bored, and other times you are laughing at how poorly scripted, acted, and edited this film is. The one thing that works okay is Chiwetel Ejiofor's actions of justice and some of the scenery.

4/10",negative
2012,"""2012"" is actually one of the best disaster movies to date in my opinion. Sure it had a very generic and predictable storyline, but the visual effects outshines all other disaster movies. And that alone makes it well-worth watching this movie.

And as a disaster movie then impressive and realistic visuals are everything. And the special effects team were really delivering more than expected. It was almost as if the audience was right there in the mayhem, chaos and destruction.

Story-wise, well, then ""2012"" was as every other disaster movie ever made. Mankind stares total annihilation in the face and stands triumphant against impossible odds. Yes, a very generic storyline and one that has been used countless other times in just about every other disaster movie.

They had put together quite a good cast for the movie. Of course it was Woody Harrelson who outshines everyone with his performance as the oddball Charlie. But I will also say that John Cusack did quite well in this movie, despite being well out of his usual arena of movie genres. Oliver Platt was also quite good in this given role.

I have seen this movie a couple of times already, and every time I am equally blown away by the impressive CGI effects that are shown in ""2012"". This movie is a definite must watch for any fan of the disaster movie genre.",positive
2012,"2012 (2009) is a science fiction film disaster that was released on 13 November 2009. Telling about the mayan prediction that will predict the earth will experience devastating disaster on December 21, 2009. Jackson frustrated man rescues his family from the catastrophic catastrophe that destroyed the whole world. Very good disaster movie. Stunning CGI effects. Excellent acting ... Forget about the story .. Enjoy",positive
2012,"Roland Emmerich was armed with a $200 million budget, and this is what it produced. It's an easy film to dislike from an intellectual level, artistically as well, while the science fiction boffins no doubt had kittens where the science was concerned. It's also easily one hour too long in length, and come the second half of the marathon it starts to sag. There's only so many times you can watch your lead protagonists escape crumbling carnage - via various modes of transport - before the fun factor begins to wane. However.

The carnage effects are grade ""A"" stuff, eye popping and ear splintering, Emmerich is a master at this sort of thing, and with a likable cast comfortably chewing through the safe disaster film making screenplay, it's a very decent popcorn blockbuster. It also isn't afraid to explore some dark moments, all of which - while not all being a surprise - strike strong emotional chords. It knows its disaster movie roots and is happy to tug on them.

2012 made a $500 million profit, that's a figure not to be ignored. The blockbuster movie loving public lapped it up, they often love this stuff, they just want to see the world exploding and chases and crashes and humans imploding or being heroic. If you have to strip it bare on any sort of cerebral level, then of course it's naked. But fully clothed, attired purely in modern film popcorn clobber, then it's grand dramatic and exciting fun. And this even as you have to massage your buttocks at the two hour mark. 7/10",positive
2012,"This was like a weird thing to do watching 'cause it was 18.12.2012 ..

Humorlously I don't really care about catastrophe-movies never did and so.

This one was still very funny from the beginning, entertaining, didn't have to use brains (i took this as sleeping movie..) somehow i managed to watch this throughout from beginning to end.

Funny acting like everyone is ""whoa whoops"" like you slipped on floors or something when world is coming to an end, I laughed out loud. I guess that was mainly the idea ;) And the Mayans story, everybody knows the legend ..

The minuses: 1) TOO long. 2) first part of the movie was real funny and get me laughing a lot but then like director was changed the movie entered to more ""serious"" theme and that didn't quite fit in this humorous set. 3) Totally illogical :D .. but there also comes PLUS with it, this beats titanic lol .. you know what i mean if you watch this. Titanic was based on true happenings though.

So I guess 7/10 is not bad or so. It does its premises and so .. nothing quite spectacular but yeah worth of watch :) If you take things too seriously or are afraid all the time in theaters don't watch this you miss the humor. Thats for me now, I have a Galaxy to explode.",positive
2012,"Shame on John Cusack for taking on the main role in this movie - must have needed for money!!! The storyline is ridiculous enough, but the CGI is really just laughable.

I would like to think this movie was made as a spoof of this genre, but horrifyingly it wasn't!!! Every cliche in the book was featured in this movie - including risking personal life for the sake of a beloved dog!!!

The acting is pretty dire from everyone! The movie really is an insult to most people's intelligence and should be avoided at all costs. I thought Jupiter Ascending was bad, but I'm not sure whether this one outdoes that!!!!! Personally I'm not going to waste my time pondering that thought!",negative
2012,"I remember when this movie came out how all the kids were lined up to see it before the world ended. Kids, nothing will stop Hollywood from making B-grade movies while you will pay for them, and that is what you have in 2012.

The world is going to end, but fortunately, John Cusack knows how to save the day as a chauffeur for this rick Russian businessman. The special effects are everywhere as suddenly the world is exploding and these guys stay one step ahead.

Put your reality hat in the closet for this one guys, which is pretty much what you should have expected going in. At the end of the day, if you want a movie with no real plot, stupid banter, sub-par acting, and good CGI, well, you have come to the right place. I watched this twice now, so I guess it's not terrible, but rather, an mindless way to spend 2 hours of your time without engaging your brain much.

Enjoy.",positive
2012,"When the movie 2012 came out it was superb! A film about the planet finally crumbling to pieces while everyone is in a panic to try and run from it, this film has some fast paced action. Now they're several parts in the movie where you can see the green screen work, and no the acting through out the whole movie is not the best, but for what it is the movie rocked.

I loved the story concept and where they took it, the ark idea was really cool. For the most part the graphics were great and the cast picked for the film were some of my favorites, so as a fan I surely enjoyed it. Out of all of the ""end of time"" films that were popping out back 2009 this one was one of the best. I've watched this film over and over and again the film is not perfect it is just awesome.",positive
2012,"Please excuse me for delving into our political and cultural conditions to review this film. I know my hands are sort of tied that way as Hollywood can't help itself in using their neo-blockbuster movies to beat the rest of us over the head with their misapplied feng shui idealism.

You know how they go - fractured family realizes they belong together thanks to some unlikely disaster to befall humankind, the President waxing philosophical of their predicament as it relates to the issues of our day, humans are bad and need to die so that the rest of the bad humans who lived can move on while forgetting the lessons of the film, visual metaphors to underscore the moral of the story and lastly, not one iota of common sense throughout the movie.

What makes this one especially bad is that it catered to children. Not that child entertainment is a bad thing, but imprinting the fertile minds of young movie-goers with the supposed 2012 end of days tripe. They (who come up with such ideas for films) think they're smart enough to tell everyone else how to live while ignoring what they already should have learned.

The scientist in me would love to know how planes can take off of ground surfaces which are falling into the sea, then be seen trying to navigate newly-formed canyons in a state of flux themselves. And what is wrong with trying to fly OVER falling buildings? Another thing, why does everybody have to wait until the last minute (much less stand and stare at an erupting volcano) to evacuate? I never understood that.

Finally, the thing I most disliked about this movie is how it suggests that the United States has the market cornered on being bad even if the general theme was that all of humanity needed a reboot. Every country has a dark underbelly (its the cost of dealing with other countries which have the darkest of underbellies) and ours is no worse than any before it. I didn't appreciate the scene of an aircraft carrier taking out the President and the White House. I'll never understand how people can take such shots at a country they make a good chunk of change in. I think they should be banned from ever entering the borders, but that's just me.

I'm not religious, but the symbolic imagery of the crack forming between God and man on the Vatican ceiling didn't get by me. I get it Hollywood, the Catholic God is the only bad one. When you go after other religions I won't think of you as soft opportunistic bullies who've hijacked the freedom of expression to advance your political agenda against the nation which makes it possible.

Movies like this make me sick - even when I view them for free.",negative
2012,"For both believer and non-believer, 2012 is a must-watch movie. This movie shows the unlimited power of our Creator, that can do anything on earth. How small and short our life is! Beside that it also shows the scientific advancement, human struggle to survive, love for family and dearest one. Really I think every time after watching the movie:

""who created us and why? from where we have come? what happens after death? any life more in universe? oh!""

We did not watch the Dinosaurs, Ice Age, Noah. But we have been watching WW2, WMD, Genocide, War, IS, Racism, Haughtiness and so on. If we want to save all the people of our earth, we should fight against poverty, disease, unemployment crisis. If we do not stop fighting each other, probably we will destroy ourselves before any type of real '2012 crisis'.",positive
2012,"First off, I found that the attempt at humor at this time of destruction was unnecessary and weak. Mr Roland does this quite a bit in his movies when there is total havoc occurring and then 'tries' to break the tension with an attempt at humor. I honestly think this approach has made some of his movies seem silly. I mean, isn't that what we see these movies for? The tension? (Case in point also ""Godzilla"" and ""ID4""). All these movies had great potential for the human element but instead focused on effects rather than the human scale of tragedy. These were not funny situations so why try to be funny? It fails in my opinion. Don't make a serious situation then lace it with laughs. Now if your are like a lot of viewers today and could care less about any believability, then this is the movie for you! If all you crave is explosions, earthquakes, tidal waves and the like then you wont care if the characters are/act stupid. But there are some of us out there who like the action but ALSO like some realistic approaches when it comes to people, not stereotypes & silly accents. Yes, this movie is about the end of the world, billions upon billions of deaths, disaster all around and it should be treated in a darker manner instead of like watching an afternoon matinee of Dagwood Bumstead. Its very hard to sympathize with any character since the script seemed to fail in every direction. I mean, why spend 200 million just to have people laugh and be uncaring? Effects, effects, effects is the answer. It seems all people want anymore is just a bunch of explosions on the silver screen. Some of us crave a bit more than visual stimulation. Now, like I stated that if its just ""Bing Bam Boom"" is all you want, then this is the flick but if you want a bit more of a human story then I would steer clear. I honestly believe giving this a 5 star rating is being overly generous. I leave it up to the viewer to decide.",negative
2012,"For about a third of this two and a half hour follow-up to ""The Day After Tomorrow"", the audience must suffer through another soap opera plot, this time even more abrasively presented than its predecessor. It involves a divorced couple (John Cusack and Amanda Peet) trying to get their children to safety with the help of Peet's fiancee (Thomas McCarthy) when underground volcanoes begin to decimate L.A. and the rest of the world. They discover that the powerful leaders and the money men supporters have gotten together to build arks to save themselves from an oncoming flood. OK, fine premise so far, but there is so much silliness in the way that the plot is drawn, and especially with a powerful Russian businessman, his two Pugsly Addams like twin sons, his much younger mistress, and his personal pilot who's obviously having an affair with the mistress.

McCarthy, after only a few flying lessons, is assigned as co-pilot, and already haven flown over Los Angeles where the ground is crumbling beneath them, he must now assist the head Russian pilot in flying this plane that is the size of three Concords. ""It's huge!"", McCarthy exclaims, to which the Boris Badinoff sounding Russian tycoon simply responds, ""It's Russian."" If you can get through Woody Harrelson's embarrassing performance as a stoner who first alerts Cusack to the pending doom, then try not rolling your eyes at the sight of Cusack's car barreling down a Santa Monica, California street where the road literally is exploding directly behind them. Then, there's the shots them driving or flying through collapsing highways (Goodbye, 10 freeway!) and various large glass buildings, and while exciting to see, it just gets to be a bit too much. Even more cumbersome is the efforts for everybody to get on the outlandish ark, which on DVD is much easier to tolerate than it was in the movie theater, because there's always the fast-forward button on the remote.

Of course, three years past the paranoia of the real 2012, this has been proved to be a total falsehood, a fright-making exploitation with mostly one dimensional characters and one-note performances that make this a collection of cliches and ultimately, in spite of some riveting moments, a true example of Hollywood bad taste. Danny Glover manages to make his character (President of the United States) totally likable, but Oliver Platt is truly obnoxious as a government hack. Certainly, this was fascinating in its initial big-screen run, but doesn't play well with repeat viewings. Also, after watching L.A. being wiped out by Tornados (through the same director), seeing the Pacific coast go through this again makes me wonder how the director would explain L.A. being re-built within less than a decade so it could only be destroyed again. Ironically, one of my old office buildings in Santa Monica is seen sinking into the Pacific, a big chunk of that coastal city being lifted off its axis and sliding down like the Titanic in the North Atlantic. So even though I may not give the movie ""two thumbs up"" for quality, I can give it at least one for sheer gaul if not ingenuity.",positive
2012,"I don't know where to start? I gave it 2 viewings before coming back after a good nights sleep and had stopped swearing at the terrible stereotypes (especially the Russians, my god Hollywood types are dense). The script, if you can call it that is just ludicrous with nothing of note, nothing even remotely resembling witty, compelling, scientific or just plain interesting to keep a person in their seat. The visuals, well they looked clunky to be honest, the sort of wholesale destruction and amount of energy released to achieve it would have made most scenes a smoky grey ash haze but reality never intrudes in movie world so they were clear and clean and totally unbelievable as a result. I don't care how good your driving or your stretch limo is, you get amongst that lot for real and you die. I guess if hopeless pilots with box cutters can bring down steel framed and concrete high rise buildings in New York then sure, some plastic cutter can fly a twin engine slow plane through disaster even better than a limo can drive through it. From there it just gets worse, terrible stereotypes of the Russian billionaire and his girlfriend and family/pilot etc...yet Americans hate being stereotyped themselves so why do it? More special effects that wasted good computing power and money to achieve no impact and some cursory humanity to let a few unwashed masses aboard the arks in the face of the latest setback at that point. Why bother? like nuclear Armageddon the living will envy the dead. Another critic wrote that burning the money and filming it would have been more dramatic, I agree. Stay away from this unless you have eaten something bad and need to vomit without taking ipecac to get that started, this will do it for you!",positive
2012,"I like John Cusack. He usually makes some pretty good movies. This movie is a dog. I know movies stretch the imagination, but this one wants you to remove you head and not even think. The physics are just WAAAAAAY to hard to believe. Earthquakes and volcanic eruptions are nowhere near as big as they are in this movie. And its just a stupid plot all together.",negative
2012,"I honestly don't get why people say this is a bad movie. I think it's quite enjoyable. I mean, I don't love it, but it is a lot better than many disaster movies before this. And when it comes to disaster movies, you don't have a lot of choice. Unless it's just one disaster, like Twister. This is one of the only disaster movies that I really enjoy that has several different themes. Earthquakes, volcanoes erupting, tidal waves, and other really cool natural disasters that people love watching but would never want it to really happen.

In this movie, Jackson Curtis, a divorced man with two kids, who drives a limo and is also an author, takes his children on a camping trip. It's there that he finds out that the world is going to end. He finds out that there are ships being built where you can safely live after the apocalypse. A ticket will just cost you about $1 billion. Yeah, so you know all the rich snobs are going to be the only people living on Earth. How depressing? Lots of stuff happens, including Los Angeles being destroyed and falling into a giant sink hole, whilst Jackson gets his kids, ex-wife, and ex-wife's current-husband to Yellowstone National Park. Then they fly to Las Vegas (I think it was Vegas) and see one of Jackson's clients, a Russian billionaire who just happens to need another pilot, and the current-husband just happens to be one. So they fly away whilst the city is destroyed. They fly over Hawaii, where they were meant to refuel, but the state is busy being destroyed by lava. That's super creepy when you know it could really happen. Eventually, the Russian guy and his family are taken to the ships and Jackson and his company must sneak onto the ship before they die.

Fun Fact: This movie was banned in North Korea.

Fun Fact: Seth Rogen turned down the role of Adrian Hemsley.

Overall, I give this movie an 8 out of 10.",positive
2012,"Bad Points

> Every single character is a stereotype > It's overly long, with lots of repetition in terms of the action > The underlying story is much more simple than the film makers seem to understand > They massively over do the ""only just making it"" action scene, there are about 10 of them > Nothing interesting happens at any point > CGI fest, you don't need that many scenes of destruction in a film > No real love interest > The All American speeches > The music sounds like it's been in about 500 different Hollywood films since the mid 90s

No real good points, but the acting isn't especially bad. Basically it's your standard awful family movie. I would have been really irked if I'd seen this in a cinema and had to sit through it all at once.

4/10",negative
2012,"This movie is an insult to human intelligence, the world didn't even end in 2012! This movie sucks ass! The plot is horrible! The characters are fags! In addition, the world came to an end in the ending. What a horrible ending! This movie has got 5.8? WHAT THE HECK? This movie should get negative reviews! And a golden raspberry award!This is the worst movie next to Foodfight! I can't people thought this is awesome. When I saw the plot, it sucks huge time! It's sucks so much harder than Batman and Robin(1997)! This movie should get 0 on IMDb! This movie should be rated NC-17! Well, that pretty much it! 2012 sucks and so does food fight! Watch Michael Bay's Transformer films instead!",negative
2012,"I just don't know why some people hated this awesome disaster movie, for my a really great movie, is a movie that can be watched, again and again and again.

The special effects are incredible, watch it in HD on Blu-ray, pause the action sequences, there's just so much happening in each frame it's just amazing.

The story and plot are easy to follow, now and again, I love to just relax and watch it for the roller-coaster non-stop thrill ride it truly is.

I can count on my hand how many movies are actually worth watching more than once and this is one of them.",positive
2012,"Surprised that Hollywood would bother to make a movie about the Mayan ""curse"" prediction of the end of the world--First, because there really is no prediction about the end of the world, and since its past 2012 now anyway, the whole premise seems pretty childish.

The other problem is the black lead actor with the ridiculous name--First of all, he's too ugly to be in a major motion picture of this magnitude, its quite distracting--Also he's not a very good actor, and for those 2 reasons is why his career, such as it was, died. Idris Elba would have been a MUCH better choice, a black actor who has some class, as well as being British.

Otherwise, most of the other actors were fine and the CGI/Special Effects were great.",positive
2012,"Greetings from Lithuania.

""2012"" is a very solid entry into disaster movies genre. It has everything that one would like to have: great special effects, tons of action, larger than life main characters and destructions on a biblical scale. Hey, it's surely isn't the best picture of the year, but it does exactly what it promises, entertains us by showing end of the world and 2 dimensional characters trying to survive it. The master of these flicks Roland Emmerich have destroyed cities in the past pictures, but here he goes on total annihilation.

Overall, if you have somehow skipped this flick on it's release, you can safely check this one out you like disaster flicks in general, because ""2012"" has it all.",positive
2012,"--- SPOILER ALARM --- In the end they find out that about the half of Africa is still there. And they go there, obviously because they want to land there.

Unfortunately that's the end of the movie ...

I would like to see the movie about them landing in Africa. And probably the Africans would have given those ""immigrants"", those extra mouths to feed the finger.

And then we would have found out that at least half the passengers are military staff and at least half the cargo is arms and ammo. And then heroic and pure Americans would have invaded Africa.

But such bitter reality is not for the Americans ... So Roland is not going to make THAT movie.",negative
2012,"For me, the movie was... disarming. Acting was fairly OK, but the whole action was leading me to hope for the lives of the main characters. As i watched the movie for a second time (aired on local TV) i realized that viewers (or, at least, i) aren't really supposed to care for the millions of lives lost during the destruction of whole cities - at least, as long as the plane of the main characters makes it. Of course, with the exception of the ship sinking. Those being said, i enjoyed the movie but i feel that the director should have obtained a bit more drama out of - hell - the end of the world. The matter of the dysfunctional family seamed more taken into consideration than the near extinction thing.",positive
2012,"From Roland Emmerich, a man who likes to destroy things on screen comes the apocalyptic disaster film 2012. Its 2012 and the scientists have discovered that the earth's core is melting, the crust will shift and lave will spew out causing earthquakes and rising tides. Even the poles would shift.

Politicians, rich oligarchs, various royal families and a few conspiracy nuts know of the imminent disaster and have started planning for it by means of survivals arks being built in China. However a place in the ark comes with a huge price.

John Cusack goes all out to get his ex-wife and kids to safety by tagging along with a rich Russian.

Danny Glover is the US President who opts to stay in Washington. Oliver Platt is the realist but harsh Chief of Staff. Chiwetel Ejiofor is one of the scientists who alerted the government of the impending doom but fearful that the rich and powerful will callously leave millions to die.

The cheese-fest is dialled up to 11 as Cusack just escapes disaster by car and plane. Roads splits, buildings come crashing down, volcanoes erupt. Emmerich even blows up the White House once again amongst other landmarks.

Its like a roller-coaster ride but the characterisations are a bit paper thin, some of the effects look a bit too much green screened. A good end of the world flick with some tongue in cheek humour.",positive
2012,"(33%) Largely a misfire from Emmerich that's so overstuffed that it crumbles under its own weight leaving only a bland popcorn movie in its place. The parts between all the action are mostly tedious and dull, with its half- hearted account of typical American life offering nothing that hasn't been done a thousand times before. The the world then goes to cock leading to some amusement park style effects ride as the family drive/fly through entire cities falling down around them in a manner that wouldn't convince a 5 year old. Then the focus is on giant arks created for the wealthy classes of the world to some how live on after these terrible events, but in reality no wealthy person will hand over any money for these super arks to be built because it's such a stupid , overly elaborate idea in the first place. Overall the movie is too silly to be taken seriously, and too long and dull to be fun.",negative
2012,"LMAO!!!!! Are you some kind of boring 90 year old man????? This has to be the worst review I think I've read on here and I've read a few! You're moaning about Close Calls???? IT'S CALLED GOD DAMN TENSION IT WAS THE WHOLE FUN OF IT! It kept you in the edge of your seat! Every bloody film has CLOSE CALLS. James Bond is probably the ultimate one which abuses this to the MAX yet it is fantastic! If this was meant to be REALISTIC as you think it should have been. Then they wouldn't have made it off the bloody runway and then they'd be a completely blank film without the main characters.

Flippen hell you must be the worst person to see a film with. My opinion on this film wasn't the best of story lines, but the Director said himself in many interviews that he didn't want this film to be deadly serious, he just wanted to deliver entertainment and to just bring a bit of humour to the situation otherwise it'll be quite a depressing film. Might as well call it Shindlers List 2 or whatever.

I found it extremely entertaining and I got my money's worth out of it. There was a lot of character development but it isn't Batman you're watching here it's the end of the world lol.

I went thru nearly every emotion. Happy, Sad, Terrified, Anger. No other film has made me go through so many emotions and those films are supposed to be called ""Epic and Memorable""",positive
2012,"2012 is almost a textbook case of what's wrong with Hollywood.

Why?

Because it very, very neatly showcases a particular perversion of the Hollywood system: What you have in 2012 is a story with a lovely, grand overarching theme--which I'll explain below. But the important idea here in my review is that you could very likely miss this theme because it's been slathered over with a thick, nearly opaque faux-buttery coating of pop-thematics and staid disaster movie over-production.

If the producers could have found it in their hearts to give the treatment over to a winning director whose sensibility (and aesthetic wiles) they could trust, some balance could have been struck and 2012 could have been a fine film.

So, what *is* that excellent-but-buried theme? I tell people that when you pry off the crap, you have a story about ""ways of knowing"". And, in keeping with grand storytelling tradition, these ways of knowing are discrete, can be counted, and are THREE in number. Which, actually, is kinda cool.

But all that is moot, given the decisions that the producers _did_ make; sorry to say.

Avoid it.",positive
2012,"The movie was fully entertaining , with all the stunning visual effects, explosions , the volcanoes , Tsunamis ...you name it. Rolland Emerich managed to put all kinds of disasters that can ( cant ) ever happen in the world together and managed to make a movie out of it.

The movie does have some ..infact many plot holes.. you cant just run away from an earth quake in a limo you should be lucky to have a wife whose lover coincidentally happens to be a pilot... you happen to know someone on the ship who can get you inside of it without paying the single penny... AND you have to be lucky enough to be working for Russian billionaire who is actually going to board the ship and can offer a ride in his plane..........

I should say John Cusack is the luckiest guy on earth if such a disaster happens.

But if we set aside all those things and watch it like movie ,,it is entertaining as hell..It is pretty much impossible but I loved the Earthquake sequence where John Cusack and his family escape in a limo.. Visual Effects were stunning and no one can deny that...

If you are looking for complete all action and entertainment flick then this is it... However if you are looking for a Shakespeare then please don't go for it...",positive
